artikelordernummer,Artikelname,EAN,Meta titel,Produktbeschreibung,Anwendung,Inhaltsstoffe,product_description,product_photos,product_attributes
PF0101SL01LBO,Liquid Soap Marseille 1L Refill OLIVE WOOD,3551780000010,Verwöhne deine Haut mit dem sinnlichen Duft von Olivenholz: Compagnie de Provence Liquid Soap Marseille 1L Nachfüllung,"Luxuriöse Seife mit sinnlichem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Olive Wood verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Olive Wood vereinen sich Zitrusfrüchte und Kampfer mit den Noten von sonnenerwärmten Hölzern zu einem sinnlichen Duft, der einen Hauch von Frische mit sich bringt. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von Kamper, Zitrusfrüchten & edlen Hölzern nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.","Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen. Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.","Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citral, Eugenol, Alpha-Isomethyl Ionone, Benzyl Salicylate, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate","Die Compagnie de Provence Liquid Marseille Soap Olive Wood wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Olive Wood Mit dem sinnlichen, holzigen Duft von Olivenholz Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.","['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS66BY6TAE4C6pamIkQgM8yxkvr0iKCo3zWhuEdHr4wciL2kv1v8QVqQR-LqtGLibmf1TKIH2c9zG3tbpQSY0Q2c3CyVP7EHw&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT3QjPYFukzvsc5yAEP07h9h6WWNfHkguRX63Y4Q1IChxDWji_F5YzdCoOQ-gtGkcKzFTo8RS1bZJ4uQMA_3HOiwn4U36XcUA&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTcGH8wpJ_RKt5JSUDXFKPXckh9Pocgf8gJriw_syHCy3FqQYhOkLqLfm2xewxzE0Gl5Ksg6lqukVaTjeRSJFHnFvUJUKXh&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS2P0Qdq9IMwHQW_S2c2_YxaqYhHqLt86oh2Kf4w7wGftghFOgq1_eq0xvOwStuuyNKlAsRJPRPhFVQx8yOpBdLzpxOjEwb&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRC7rB7nBYICxgVBOl3UTrgpi1qnaHin7JgTGIYMYVEDmTJWOMDxOKj1VHD79iyVnwF4KE8MQZlVcRo8wUEXLuZzQcvVk35LQ&usqp=CAE']","{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}"
PF0101SL01LCO,Liquid Soap Marseille 1L Refill COTTON FLOWER,3551780000027,Erlebe die sanfte Reinigung mit Compagnie de Provence Liquid Soap Marseille Cotton Flower - 1L Nachfüllpack!,"Luxuriöse Seife mit floralem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Cotton Flower verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Der blumige, zarte und pudrige Duft der Seife umhüllt die Sinne und erinnert auf wunderbare Weise an die einzigartige Weichheit von Baumwolle. Liquid Marseille Soap Cotton Flower präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  pudriger, zarter & blumiger Duft nachfüllbare, recyclebare Pumpflasche","Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen. Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.","Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate","Die Compagnie de Provence Liquid Marseille Soap Cotton Flower wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Cotton Flower Mit dem pudrig-blumigen Duft von Baumwolle Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.","['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRYvc4WOXY-CtdsNM3rA8ZwYFDLG-WsNhlClyHRkYnBnWE-k5me_TZEFZPS1n6THYDtQhscNijWzBSVRWzvGjcBaT7BuKHFfw&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRS--wYSqRK42CVicAuMilUPY2CIciwL1-uDXMoMG962gblqkRvIj-wHgVt1EjoOL1S8QUL3XXBVrjs1OS9e4gnYmpFWAhP&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSJyh0U0X9uo4IqXC4Igo0ArS6V-eMMAbqolzis2wDuOtcnZtMtxiSCCVv2wcfG4WjYVekTzY_K7RGissHzMlPS4sorWQ41&usqp=CAE']","{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}"
PF0101SL01LFI,Liquid Soap Marseille 1l Refill FIG OF PROVENCE,3551780000034,Nachfüllbare Flüssigseife Marseille 1L - Fig of Provence mit süßem Feigenduft von La Compagnie de Provence,"Luxuriöse Seife mit exquisitem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fig of Provence verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Liquid Marseille Soap Fig of Provence umhüllt die Sinne mit den Noten von süßen Früchten, die an die in Grasse entstandene Feige der Provence erinnern. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von süßen Früchten nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.","Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen. Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.","Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate","Die nach traditionellen Methoden gefertigte Liquid Marseille Soap Fig of Provence von La Compagnie de Provence zhlt zu den Flssigseifen der besonderen Art. Die Flssigseife ist mit verschiedenen len angereichert und berzeugt gleichzeitig mit einer sen, fruchtigen Note nach frischer Feige. Zu den Inhaltsstoffen zhlt zum Beispiel feines Smandell aus der Provence, das die Haut vor dem Austrocknen schtzt. Kokosl aus getrocknetem Fruchtfleisch sorgt fr eine cremige Textur und wirkt pflegend und schtzend. Das verwendete Traubenkernl ist reich an Omega-6-Suren und schtzt die Haut der Hnde vor vorzeitiger Alterung.Flssigseifen aus der Provence zur nachhaltigen Reinigung und PflegeDie Liquid Marseille Soap Fig of Provence wird von La Compagnie de Provence in einer praktischen PET-Pumpflasche prsentiert, die nachfllbar ist. Fr die Reinigung der Hnde sind ein oder zwei Pumpste ausreichend. Die Flssigseife bildet in Verbindung mit lauwarmem Wasser einen feinen Schaum, der herrlich s duftet. Die Handseife ist auch fr die tgliche Krperpflege geeignet. Die Liquid Marseille Soap Fig of Provence von La Compagnie de Provence besteht zu mindestens 95 Prozent aus natrlichen Inhaltsstoffen. Die Flssigseife ist fr alle normalen Hauttypen geeignet.","['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSb4KkihCecXR3q998tfqtPmFyQUT5I4ogWCVdWc8XFN40yTS19zcdgJ2cWDZuzCYZyM03gG_jeogP_wddYDDgl7V85_26ZBA&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSKaYJBAv0x1r7Q_UnKwPpgV0PcIHaLskciWbubcKfwtWQSh3SrXacjgLB2N3CiluXG0FhSAwAn9yUyyyis_36f8bk8Ny7RZA&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTX4NaEtH0n9SAeFjxPe5RlZRAsG9Mr46fFKtztmdAEKyBFA7lw5k2CoM8P4FayJNKiLzziwZN7yC_dEdYX0OLIeo8c5c_rVQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTK0ebwW85k_GJirtdy2Q9UjQOo7SsUQpxlxPVH7DZAe6qXosiLAo5GheTWvYyZLkr8fnhKS4qQUvoQM7TTVXgmMzPg_x6X&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR4bxgrMUt0JFWahfnWi3rCjKskhmNFJtum1M-FYgQZfWP-XWr9h9xJUWjWmLfCBxHIG73ipoicwAJput_hWTjJLt__I5xI&usqp=CAE']",
PF0101SL01LME,Liquid Soap Marseille 1lRefill MEDITERRANEAN SEA,3551780000065,Frisch und natürlich: Compagnie de Provence Liquid Soap Marseille 1L Nachfüllung MEDITERRANEAN SEA,"Luxuriöse Seife mit mediterraner Brise Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Mediterranean Sea verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  frische & zarte Noten nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.","Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen. Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.","Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Benzyl Salicylate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate","Die Compagnie de Provence Liquid Marseille Soap Mediterranean Sea wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Mediterranean Sea Mit dem frischen Duft des Mittelmeers Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.","['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTd7CtNudHCtr-41DLNi7kAx2nG6TyfSOIs00r_Rojrqu9eRx4v&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTJK2qlpnpxbfEAa5ubUGxe0mDU1v6gP-0OD54lYc1V8A9kokE&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTvRVLB4FG0-v3txEdpOoVD6qwFZ4UiK5SZurRlNYDiVxkFKH3Wr08rNXWH2ygFVDWVrlD01YSDPZa1zj9tnL7r9EhK1RddJw&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR-WvVDtsqXUCkMd7QceO1nLsaAQqkSR6gA6xscgIk5plnnEauSDotod2gOMf3hUnB5HIDlFpbWjKRFNlts9PyGmqqL_kPFUw&usqp=CAE']","{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}"
PF0101SL01LPA,Liquid Soap Marseille 1L Refill PINK GRAPEFRUIT,3551780000089,Hol dir den fruchtigen Duft von Pink Grapefruit mit Compagnie de Provence Liquid Soap Marseille 1L Nachfüllpackung,"Luxuriöse Seife mit sonnigem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Pink Grapefruit verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Pink Grapefruit vereint sich die Würze von Rosmarin und Thymian mit den frischen, fruchtigen Noten von Pampelmuse und Orange zu einem sonnendurchfluteten Duft. Die Flüssigseife präsentiert sich in einer eleganten, unzerbrechlichen und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.   Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  würzige & fruchtige Noten nachfüllbare, recyclebare Pumpflasche aus Glas   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.","Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen. Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.","Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Polyglyceryl-3 Caprylate, Limonene, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate","Die Compagnie de Provence Liquid Marseille Soap Pink Grapefruit wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Pink Grapefruit Mit dem frischen, fruchtigen Duft von pinker Grapefruit Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.","['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRZZuaarx9qgkKPDezh5rHxPPWqTIGy8LxqCj6ewB-BsBNAjR0&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR58lAQGMBMdY_a10UWMCNsL4OYcIAJ7nRjn8FnCuX2Keu3-3iC&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSmz0q-zn2KRedYwzNnwh8rwp8nkmx3frr0LuBsATcFC9tOXHXegbq8gsNbb0L678wGmfdajVK2GVnSerNDzYkZmkiBm8N2&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQdnOykNWRmYWW6Ye8YXAkW6AkuJchzJ9e0R63vo1zJrUbgNJrADi_PSo5Anhrd7feCEMY5A48hAuYYFy5DHF21_w_Rb6aI&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQF8De4hCnEVwecfI7k5gpT1W9OKeoA9lFQpp4tennpTnpvZLp4gv8TIIbIrtgima-urnyyzXKrJHWIpXv5KRSWGEXr4icj&usqp=CAE']",{'Eigenschaften': 'Nachfüllpack'}
