Kategorie;mainDetailNumber;Bild;name;mainDetailEAN;mainDetailweight;Purchaseprice;pseudoprice;purchaseunitdetail;Menge;Gesamt;description_long;product_photos;product_attributes
FLÜSSIGSEIFE;PF0105SL300KA;nan; Liquid Soap Marseille 300ml KARITE | SHEA;3551780003462;300ml;11,00 €;22,00 €;6;3.0; 	33,00 € ;Hergestellt in einem traditionellen Kessel und angereichert mit nährender Sheabutter, verwandelt sich diese Seife in einen leichten und cremigen Schaum, um die Haut sanft zu reinigen, ohne sie auszutrocknen. Frei von Farbstoffen und tierischen Fetten. Mit 96,99% der Inhaltsstoffe natürlichen Ursprungs. Die restlichen 3,01% sind notwendig, um die richtige Haltbarkeit des Produkts und eine noch sinnlichere Textur zu gewährleisten Anwendung: Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Bei Berührung gründlich mit Wasser abspülen.;['https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQeAv1dYweGh1k-9nQ6LP8AoLyJoTHp5-CUg1JCGhphTSULcGY&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQW7r06VsGvj58S0c7ihJXM649p5C6xwqrmVg8dSKRwvzcNAIDw&usqp=CAE'];{'Eigenschaften': 'Peelingwirkung, Feuchtigkeitsspendend, Antibakteriell, Parfümfrei', 'Inhaltsstoff': 'Sheabutter, Kokosöl, Mandelöl, Kokosnuss', 'Anwender': 'Damen'}
FLÜSSIGSEIFE;PF0105SL500KA;nan; Liquid Soap Marseille 495ml KARITE | SHEA;3551780002403;495ml;13,50 €;27,00 €;6;3.0; 	40,50 € ;Diese Seife wird im traditionellen Verfahren im Kessel hergestellt. Sie ist angereichert mit nährender Sheabutter und verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt, ohne sie auszutrocknen. Frei von Farbstoffen und tierischen Fetten. Mit 96,99% natürlichen Inhaltsstoffen. Die restlichen 3,01% sind notwendig, um die Haltbarkeit des Produkts zu gewährleisten und für eine noch sinnlichere Textur zu sorgen. Die Wirksamkeit der ikonischen Marseille Flüssigseife vereint mit der Weichheit von Sheabutter.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQik4lP6A6xeaWnEwoVr0NX24b3CcP1LeTfjZ0bUILR3mTxdlSC0waLHNZr9Ffc32p4nlAHlpFxsrKz4ZC6IrGLMYgRqLoG&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTuzilRvgFn-lMwU4U1aZLA9Ru5O4v0J8MTddMCrCnjP_Fk29jII06Ei4Ibo7Fnq-45FxQZ1ml_GnMGFymf5qULh9T4OPBNOQ&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSwN7OxWfaRrJhwKx69YQjvlvpLAYO1QXreEotWroddWMUTH0nL&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQGzStUrvuZUZrH7OLElMiX3TZdth0gxFoCNVIjijPKldgrGKEiw_eDnOWrVMeSZkto-5vlh_gJXMUoCD-OmqMl4ixSEs7H&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSygpBongiHGmJCGhoUMMH7Eux1OMhYIupyGbVTrPA45B1SIWM&usqp=CAE'];{'Eigenschaften': 'Peelingwirkung, Feuchtigkeitsspendend, Antibakteriell, Parfümfrei', 'Inhaltsstoff': 'Sheabutter, Kokosöl, Mandelöl, Kokosnuss'}
FLÜSSIGSEIFE;PF0105SL01LKA;nan; Liquid Soap Marseille 1L Refill KARITE | SHEA;3551780003660;1000ml;18,00 €;36,00 €;6;nan; 	-     ;Refill für 495 ml und 300 ml ein umweltfreundlicher Ansatz. Seine Vorteile eine mit Sheabutter angereicherte Formel reinigt die Haut sanft und ohne Austrocknung seine familiäre und wirtschaftliche Größe, die es Ihnen ermöglicht, Ihre 495 und 300 ml Flaschen mehrmals nachzufüllen ein süchtig machender Duft in Grasse kreiirt. Mit 96,99% der Inhaltsstoffe natürlichen Ursprungs. Die restlichen 3,01% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sinnlichere Textur zu gewährleisten. Anwendung: Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Bei Berührung gründlich mit Wasser abspülen.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTeBOFoxwx0M1xZdREyk1fuI5ueUABf5132ooAWh6OT8Cs7t4c&usqp=CAE'];
FLÜSSIGSEIFE;PF0105SL03LKA;nan;" Liquid Soap Marseille 3L Refill KARITE | SHEA(Wird erst auf Anfrage bestellt)";3551780009723;3 L;42,50 €;85,00 €;3;nan; 	-     ;Hergestellt in einem traditionellen Kessel und angereichert mit nährender Sheabutter, verwandelt sich diese Seife in einen leichten und cremigen Schaum, um die Haut sanft zu reinigen, ohne sie auszutrocknen. Frei von Farbstoffen und tierischen Fetten. Mit 96,99% der Inhaltsstoffe natürlichen Ursprungs. Die restlichen 3,01% sind notwendig, um die richtige Haltbarkeit des Produkts und eine noch sinnlichere Textur zu gewährleisten Anwendung: Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Bei Berührung gründlich mit Wasser abspülen.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR4YPvPJ0oQ03fRKvC7rFrW-PWRApzwvjI8hqU4t8Q2gTd5JttyE0K7E5wf47gR8SU5wqlTGqBpd2eO0UzJn6zcXmTpMYW9&usqp=CAE'];{'Inhaltsstoff': 'Sheabutter'}
HANDCREME;PF0105CM100KA;nan;Hand Cream 100ml KARITE | SHEA;3551780002410;100ml;12,50 €;25,00 €;6;3.0; 	37,50 € ;La Compagnie de Provence Hand Cream Shea Butter begeistert als eine Creme für die Handpflege mit hervorragenden Reinigungseigenschaften. Das Pflegeprodukt besteht zu 100 Prozent aus natürlichen Ingredienzien. Es wirkt nicht nur reinigend, sondern auch nährend und bietet zusätzlich Schutz für die Haut Ihrer Hände vor äußeren Einflüssen. Ein samtiger Duft rundet das Qualitätsprofil der Handpflege ab.Der Star unter den Inhaltsstoffen dieser Handpflege ist die Sheabutter. Sie wird aus den handgepflückten Nüssen des Karitébaums in Ghana gewonnen. Fair Trade und angemessene Arbeitsbedingungen für die Pflückerinnen und Pflücker sind sichergestellt. Bei der Gewinnung kommen traditionelle und ökologische Methoden zum Einsatz, sodass Sie die Hand Cream Shea Butter von La Compagnie de Provence mit reinem Gewissen kaufen können. Sheabutter ist reich an den Vitaminen A, D, E und F. Dank dieses Vitaminkomplexes kann die Creme durch ihre kraftvolle Unterstützung der Regenerierung überzeugen und trägt wesentlich zu den Reparaturprozessen in den Hautzellen bei. Auf gereizte Haut wirkt Sheabutter außerdem angenehm beruhigend. Kaufen Sie jetzt La Compagnie de Provence Hand Cream Shea Butter bei Parfumdreams. Weitere Cremes für die Pflege Ihrer Hände wie die Hand Cream Olive Wood oder die Hand Cream White Tea bestellen Sie bei uns ebenfalls günstig.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRvfUAXvPyi0NRdZhqC3whfGbiUUIhqC9Rd4laYYg80keuw635zZF5GzmXrdX4IU7SO2kiSJTYpgp6ArFXvgn48kb2-_Yugdw&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTjXqWox0uE88aFeHLCslS3jQmfWT3L185hiDEUzO4NvfYEVc0tq6QmUjYfVD_k0jq8KzdP0GqxXuYxoJB73HenG-Qy4GQ9&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ_CcM7Wk2je4PnVe9u5SUbqKvbV6YA4_z9IxKkFoJVUiqSYc-wwensOHFrpj7bLhuuSx3Mi9xpLkBX42sPn-VMgSpR8E2cZQ&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTup9V4bnG3uEOfxkrFMgPVYIq7_WWGEi3PEUMrXXxEdtmmX7ipa_JiJgz0yjC2lbkdNN-NvPeyCeiggbyr5Emndu-yV9hY&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQr-BiwHjfnaxbbXC8_5TWavPEZNz_3l0Cvn7x7Jmiqb7HVTK3oeg2vt1RhIlwl8ithl5gvesiiXJRU-4S2HIFYb06vy1HF&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ2EJgAEO6v81ynPsVh3pdWwYxqELL4-LH3c0HWE75oZb95ny8PQNhugyzlerJazPG5XO7fmbXxGzkqxM27fn4QMsTVN3wycA&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS3q6On9_nZmywtoeLEhlwHjn4yshrjMIYTz7FJ5_-F-2IFApgAys12jQzxYRjO0JNi-VQpA2O5YHGgUGCaqHFH35Kw2FD_&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSTPrNr4FiYtu1k3aVVsMfxSON7tjr1x4PpuWORmYP3i54fl6k3_dt2nJVW-9WqEf0pc_u33TEeIdi7_AOEoM4fPNJ4YiBYJw&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTJMybXoE6UhTzy7q91e6EM42jOb03Cs0voqsjBMB45hOcdWIrtdHN_t_bxn6ZDqs9eyrvWBvDD88TRGX_nnU7YHpkiaY-F&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSEFzuSvhvv_h0s0I0eEX6ZpBuU1xrDv5M-awws-41-OayaGzwY3G5TpBxpz1FgyjfZxAtxzugNpKzbkyQG1gY0ws3I1Fi2&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR2w0_wi3thEORaPs3YcktIJoL7yzMZfolaYzoI8-Erm93tGvmpZVtKXc55Jit6iww5gJ2HpYugqnF8F9V7qe2RgqLmd0h-&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQgW7nFJOltsDNgGK20I76RvNNYYUXpayhH9GdXxOKCvMgbzVpHhaYYkn8xywGkrd_9P6t3J8gmmhD2nfmQLA0bwFUmwgdw&usqp=CAE'];{'Anwendungsbereich': 'Hand', 'Inhaltsstoffe': 'Vitamin E, Sheabutter, Vitamin, Kokosöl, Vitamin A', 'Hauttyp': 'Trocken', 'Art des Behälters': 'Rohr', 'Form': 'Creme'}
HANDCREME;PF0105CM030KA;nan;Hand Cream 30ml KARITE | SHEA;3551780002427;30ml;5,25 €;10,50 €;12;3.0; 	15,75 € ;La Compagnie de Provence Hand Cream Shea Butter begeistert als eine Creme fr die Handpflege mit hervorragenden Reinigungseigenschaften. Das Pflegeprodukt besteht zu 100 Prozent aus natrlichen Ingredienzien. Es wirkt nicht nur reinigend, sondern auch nhrend und bietet zustzlich Schutz fr die Haut Ihrer Hnde vor ueren Einflssen. Ein samtiger Duft rundet das Qualittsprofil der Handpflege ab.Der Star unter den Inhaltsstoffen dieser Handpflege ist die Sheabutter. Sie wird aus den handgepflckten Nssen des Karitbaums in Ghana gewonnen. Fair Trade und angemessene Arbeitsbedingungen fr die Pflckerinnen und Pflcker sind sichergestellt. Bei der Gewinnung kommen traditionelle und kologische Methoden zum Einsatz, sodass Sie die Hand Cream Shea Butter von La Compagnie de Provence mit reinem Gewissen kaufen knnen. Sheabutter ist reich an den Vitaminen A, D, E und F. Dank dieses Vitaminkomplexes kann die Creme durch ihre kraftvolle Untersttzung der Regenerierung berzeugen und trgt wesentlich zu den Reparaturprozessen in den Hautzellen bei. Auf gereizte Haut wirkt Sheabutter auerdem angenehm beruhigend. Kaufen Sie jetzt La Compagnie de Provence Hand Cream Shea Butter bei Parfumdreams. Weitere Cremes fr die Pflege Ihrer Hnde wie die Hand Cream Olive Wood oder die Hand Cream White Tea bestellen Sie bei uns ebenfalls gnstig.;['https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTAPBwhfcSUomgoxoTXX1uX2s8fFMW6N5NzE0fp8JHffKUZnzpVj6H9nV3Ffg5EVhnk7pdA09fjK9jZHJYF4XcMh03XFgzG&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQMWrX4dYHRb7AYC_p646h2wVrQtfNcjNYKFl8uUke8y5evpWXNaIvZC1q3vJUdFmB0Iqlwd-YM6jn2oxbf0ca6f8MlMcLeVA&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSLPaSdFqCiepXI3vIAZleMxsLphn0q0_q9UTKNISb4U9rmyI_6C2chLwqKyviNiL7WTAVyC5GQYtKRohDBM42BXBf1Q5B9&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR9hm7BZefNDStoWhbbgPGOdSJajaa2hX2KzuHsTllnqRETbjSCbEmWuj_x7xRxqfQJX_UcUiARgy3KrQcNQcfrcAhV4Ldn-w&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSEFzuSvhvv_h0s0I0eEX6ZpBuU1xrDv5M-awws-41-OayaGzwY3G5TpBxpz1FgyjfZxAtxzugNpKzbkyQG1gY0ws3I1Fi2&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTPm9MZrd3aAvdXw7IDBpTQpsd1SJ4BdF98Zc5ht_neoJzIL243mzWV8yhPlP_9KKdVq94PryP0CUwH6_2Vob4Z7j6Srx8Fvg&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSkdZsSfjvl_Cs4ErTy5x8ivkOVo2ztm38JKei9KhrdO3sDo7TpNQiP9T9k_p1ncymd6jXPQtUUIwvkfYUER_2Q_-zukvXCkg&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRYOkc29NtVRqDbEh0v9upGGr0MWKg-rwqVXmOlwm-pocNnChSGs5u_T_-uOKtYZK6WNr93gvTwc_OR-W9yJlWDzCSP2jAVKg&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRueY9xa_-Ii2-QuooijqtXJdXTJ6CWmfIjp8CFysM18koodv3bkyK3BE1Kqv5YJaY4BLgJzBxkf0KtS9xdJkPe_SraDhWTpQ&usqp=CAE'];{'Inhaltsstoffe': 'Vitamin E, Sheabutter, Aloe Vera, Vitamin, Kokosöl, Vitamin A', 'Hauttyp': 'Trocken', 'Art des Behälters': 'Rohr', 'Form': 'Creme'}
KÖRPERPFLEGE;PF0105BC200KA ;nan;Body Balm 200ml KARITE | SHEA;3551780007774;200ml;21,00 €;42,00 €;6;3.0; 	63,00 € ;Angereichert mit 100 % reiner, natürlicher, fair gehandelter Sheabutter, offenbart dieser Körperbalsam eine herrlich glatte, reichhaltige Textur. Er nährt, spendet Feuchtigkeit und hilft, die Haut vor Umwelteinflüssen zu schützen. Hergestellt mit einer hohen Konzentration an Sheabutter (20%), die reich an den Vitaminen A, D, E und F ist, schmilzt dieser Balsam auf der Haut und umhüllt sie mit Weichheit und Schutz. Die Haut fühlt sich intensiv genährt und repariert an. Der Duft, der in Grasse kreiert wurde, hinterlässt einen beruhigenden Duft auf der Haut, mit zarten Noten von weißen Blumen über einer weichen, moschusartigen Basis.Angereichert mit 100 % reiner, natürlicher, fair gehandelter Sheabutter, offenbart dieser Körperbalsam eine herrlich glatte, reichhaltige Textur. Er nährt, spendet Feuchtigkeit und hilft, die Haut vor Umwelteinflüssen zu schützen. Hergestellt mit einer hohen Konzentration an Sheabutter (20%), die reich an den Vitaminen A, D, E und F ist, schmilzt dieser Balsam auf der Haut und umhüllt sie mit Weichheit und Schutz. Die Haut fühlt sich intensiv genährt und repariert an. Der Duft, der in Grasse kreiert wurde, hinterlässt einen beruhigenden Duft auf der Haut, mit zarten Noten von weißen Blumen über einer weichen, moschusartigen Basis.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQbaMqabOMCz4eAEHREi7rB7tt5z5w4StUC83hiF6jcJKcwMyP5FqdpH-MvRsjvTU9fghgSMLO7OCcD_O7swbxb6EgxHx9rzQ&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRoKdarEU6udQ5h7iIq-uCi91w85qu_0Ky15cjDWfjUkW32dHGUM8taic-GHo7jybTYjQqXGt8Eb1EuGg1Gp1OVk5GPbVZZ8w&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ9PMV_6_8mZNz6ZON9mqqzQRjg8l1mtuLP0o0g4usbaw9gVxBZ7IJJSaSce_8IipIAme2OOjBjNUsVsclGXhXMfVhr9pWx&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTkkkDAgDlF6Qvkv4Sx_w39tXta-s-QlOFxj4sc_rtQr5UTJPfIg6BdIkMBKtaUNVLJz4nx80RJdOKuT4PX4rFgOYnsL2sMYA&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQpN2s84yjQSSUvC6-zSjLyX7-pSgcL8aeTm-7N6Co63ITQq4QrlIci1_XdL6LgDn3_dYrxb3fOwy4QDh5gs68LfDSHIsYu&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTIKvGW6_TTaEHly7vQhnNwUmiJBGc5ytX473T0TuoSnM1uzk8VCzTLmdli1ePNxPO1a-hFs0cxT93XMpqOOji4_0a08izMmg&usqp=CAE'];{'Anwendungsbereich': 'Gesicht', 'Inhaltsstoffe': 'Vitamin E, Sheabutter, Vitamin A', 'Hauttyp': 'Normal', 'Form': 'Creme'}
KÖRPERPFLEGE;PF0105GC150KA;nan;Body Scrub 150ml KARITE | SHEA;3551780003165;150ml;20,00 €;40,00 €;6;3.0; 	60,00 € ;Compagnie De Provence Shea Butter Body Scrub ist ein cremiges Körperpeeling, das die sanft Peeling Eigenschaften von Bio-Aprikosenkernen mit den extrem pflegenden Eigenschaften von Bio-Sheabutter kombiniert. Formuliert mit Bio-Aprikosenkernen und Bio-Sheabutter, dieser beruhigende Duft mit zarten Noten von weißen Blüten über einen süßen Moschusduft hat in Grasse von erfahrenen Parfümeur geschaffen. Massieren Sie eine kleine Menge des Produkts mit kreisenden Bewegungen auf die feuchte Haut ein- oder zweimal pro Woche. Spülen Sie nach dem Gebrauch. Füllen Sie das Baderitual mit Compagnie De Provence Shea Butter Körperbalsam.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTobMgR7B6IQrqd2TFxrUW5JEQn2uO7ayh4atG7Qjjzo37edbxbV83Vz--gzcG279tuAnEUmtyB0tlLeFL3XrCm69J11-vM&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQCf6hdJKuWirOdy1lQX40cCdZhR8qHnfKxtENPBtirr4sc04IfsYGEoYfv4Knin6IDq7dmEBxDoYWhEBte6354WBxLUkis&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSYmvFuCYxyKUUJWG9t4KeE586ytTZOvSB9JLIxE3zyFq8ntrxZ6fNqqozV5ihXHzCO60D0yzcV2W-lUx_JGneLUElV2Ny4&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQgW7nFJOltsDNgGK20I76RvNNYYUXpayhH9GdXxOKCvMgbzVpHhaYYkn8xywGkrd_9P6t3J8gmmhD2nfmQLA0bwFUmwgdw&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSiFbgr8e38ZgWbT40V17cCi1hj5q5uWsE7ff_6RlRSr72xS_6tJ5VQ9fIlEzcQuT1nykI5CgYWW2LQQZzYKv36Le0cxlvi&usqp=CAE'];{'Eigenschaften': 'Feuchtigkeitsspendend, Peelingwirkung', 'Inhaltsstoff': 'Sheabutter, Kokosöl', 'Art': 'Körperpeeling'}
KÖRPERPFLEGE;PF0105GD300KA;nan;Cleansing Shower Oil 300ml KARITE | SHEA;3551780008368;300ml;13,00 €;26,00 €;6;3.0; 	39,00 € ;Angereichert mit Shea Absolute und drei außergewöhnlichen botanischen Ölen, reinigt und pflegt dieses Duschöl sehr trockene und empfindliche Haut. Hergestellt im Herzen der Provence, enthält es sanfte, pflanzliche Tenside, so dass es sowohl für das Gesicht als auch für den Körper verwendet werden kann. Shea Absolute hat nährende Eigenschaften und ist reich an rückfettenden Wirkstoffen. Kombiniert mit einem kostbaren Trio botanischer Öle aus der Provence umhüllt es die Haut mit einem wohltuenden Schaum und hinterlässt sie sauber, gepflegt und himmlisch duftend. 95 % Inhaltsstoffe natürlichen Ursprungs.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSfz4SziXFEVEUIZbTh03B80bsObKN_qWIbh5P-3IhQuy1tlWmQ_5v3SHCqxdFa9oSmQ-jtHIZs7kYAoswlNRoqEcZFUlCaqg&usqp=CAE'];
KÖRPERPFLEGE;PF0105HC100KA;nan;Ultra Nourishing Dry Oil 100ml KARITE | SHEA ;3551780005268;100ml;23,50 €;47,00 €;6;3.0; 	70,50 € ;Hergestellt im Herzen der Provence, fühlt sich dieses Dry Oil wie Samt an. Das Dry Oil kombiniert die besten pflanzlichen Öle zur Pflege von Gesicht, Körper und Haaren. Als echtes Multi Use Öl enthält es eine wertvolle Mischung aus ultra-nährstoffreichem Shea Absolute, reinem Traubenkernöl, biologischem Sonnenblumenöl und Süßmandelöl mit feuchtigkeitsspendenden Eigenschaften. Die luxuriöse Textur zieht schnell in die Haut ein, ohne einen fettigen Film zu hinterlassen. Angereichert mit Vitamin E, spendet dieses Öl Feuchtigkeit und pflegt die Haut in einem Schritt. Auch für die Längen und Spitzen des Haares anwendbar um Glanz und Geschmeidigkeit zu verleihen. 99% der Inhaltsstoffe werden auf natürliche Weise gewonnen. Die restlichen 1% ermöglichen, die sensorischen Eigenschaften des Öls zu gewährleisten. Die elegante Glasflasche. Made in France. Dermatologisch getestet, kann es täglich auf Gesicht, Körper und Haar angewendet werden.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcREgyC_mgWpIic8Q8uNzoBZuVfmiU3FbSrTmOhBCKTqh7U6UN-VGccEiGodUmZJuG3hNvs7zMO41GBghUHhJMUHRfuGnm3LiQ&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQRj9KoI8S7MTFWcP13AYFGx_HDBbNjQ8mqZNXAxIgg2jQlc96gffk3MUaT1llmPmBbLSiQ7YfTEMxUg-pbXpe5rVBBEgI25Q&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTlp2zTE_oa8AxL3jOH0SOBCw3Bs9AkRkaXZ2Sb7tOso9r7IVecSvYOKeYYSR8Q55wdWii-lsdx4F9sGLlbZBB_9DAILBKW&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSQvWXvXVx01mz6uHRKteUCCTHsgrn2Gcqr8V2ZYBx73HpTKBWBkcUDLue37esyGNYlqPD-2X9aAFRgEC5Xl6JBkCBwRdeq1w&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTvazp2t994LwDIKesNbRSxF8q7VOfkRqSkyiEb5vV0TEo6kF2DDYNt8alegGwYw9Cj8wumFDR31YwTuHo8ptak5CzcqZfeOQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQtdRWG-TEAIpk0u5D7q9nUtS-sOfSHx0slT7xSQPaw7CVfgJ3FZmKIswVBO8IXEZnXNHs8O_s0eoiirIGQDMcweZAV69uq&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ-Da_5fK5cHX35UHJG7XsjKzGMYkWb2HcPKizdjUrDR9fsDNE_Pe-HhIUcjwOT-vdinMO30AzRp5w7vx7nGaDE2mnu1GrL&usqp=CAE'];
KÖRPERPFLEGE;PF0105ST005KA1;nan;Lip Balm 4,7g KARITE | SHEA;3551780004964;4,7g;5,00 €;10,00 €;25;25.0; 	125,00 € ;Verwöhnen Sie trockene Lippen mit dem Shea Lip Balm! Dieser Lippenbalsam enthält die besten natürlichen Inhaltsstoffe. Angereichert mit Sheabutter, kombiniert mit pflanzlichen Ölen, um die Lippen intensiv zu pflegen, mit Feuchtigkeit zu versorgen und zu schützen.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTaC23zihzvcHpOMmPx379TjCkTqStqHEVjt6z35pULPtwRz48&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQN7ZQuj0jtXzQUKF6nRdIaDO6RbYxxl9fMh9mMj1eewVUXxc7LmFb0QxzqgUR7FR-AFnRtC_c9YCyRvp6C-j5pOXhkbUs8&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTwzUPrDg-kyh1WWZGDkIX8X9FoFkhcEDYwm0z3W4NNBbt3A8iaD-mvXMZoEKkMjOxPwTUqEa_dwQ5Z_YVbLu15dsFxh0Os&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR-J7Ui3GoWBZcXrwk-EEMmOBYWEwnLAxbOdZuYPp8E6UfrZEw&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQvRdccBATt8YtoHsHhLpCaDKJRItFSsg47SFSP6SwYQLdPvpgcG7FACFP62lenfEslqzZ15YVTeKl9D8fHExfmccnXx31R7g&usqp=CAE'];{'Art': 'Bienenwachs'}
